,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Msn,week_year,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
961,1270,0,137.22,260.8466667,131.34,239.6466667,133.0328571,243.7962857,111.8,283.9933333,106.4674286,313.3988571,57.81,558.98,107.2233333,250.5525,129.5333333,306.0866667,106.74,264.54,57.6,4522.45,569,54,373.5,52.95,64800,7,0,0,0,0,0,1,0
962,870,20,138,280.2966667,131.6333333,249.2466667,134.28,255.8106429,112.755,294.9133333,106.74,318.4488929,58.72333333,560.5333333,107.34,254.1333333,130.68,299.5841667,106.74,264.9066667,59.6,4522.8,566,59,359,54.5,68400,7,0,0,0,0,0,1,0
963,590,70,137.29,260.33,130.5,253.1866667,133.8542857,255.5542857,114.39,294.23,110.4628571,366.7117143,60.57333333,560.2666667,107.5966667,257.3833333,131.14,294.695,107.14,266.3133333,63.4,4523.05,552,61,344,56.2,72000,7,0,0,0,0,0,1,0
964,570,140,135.7633333,259.3733333,128.3233333,261.6383333,133.6757143,254.8485714,126.5366667,283.27,115.1657143,320.3362857,62.16,559.5066667,108,260.81,130.1833333,288.7,107.34,267.21,64.8,4523.65,552,54,317,57.6,75600,7,0,0,0,0,0,1,0
965,340,130,134.1233333,259.125,126.2833333,261.02,132.555,253.542,126.5933333,278.6,113.9648571,314.9485714,63.36333333,558.8316667,108.2,259.9,129.5333333,293.2933333,107.34,268.21,65.55,4525.5,549.5,54,210,57.85,79200,7,0,0,0,0,0,1,0
966,260,100,132.3266667,258.4933333,124.2766667,260.18,131.61,252.1814286,136.8625,271.7383333,111.6392857,327.3263571,63.77666667,558.4666667,108.5333333,255.4466667,129.7083333,309.9525,107.34,268.23,66.1,4527.85,541,59,160.5,56.7,82800,7,0,0,0,0,0,1,0
967,310,0,130.6933333,260.5933333,122.7166667,261.2066667,130.74,251.9571429,137.9133333,259.4333333,110.404,328.6997143,62.31333333,557.6566667,108.6,252.625,128.9266667,314.3066667,107.89,269.6166667,64.15,4529.2,541.5,63.5,247.5,54.6,0,7,0,0,0,0,0,0,1
968,290,0,129.4333333,259.74,121.5666667,261.8333333,131.3257143,252.1671429,130.8533333,260.0933333,109.8285714,328.2797143,61.45166667,556.8833333,108.7333333,250.8333333,128.3466667,316.32,108,271.98,62.4,4532.1,552,57.5,379,54.85,3600,7,0,0,0,0,0,0,1
969,220,0,128.5233333,259.35,120.5333333,262.56,131.34,252.144,126.4033333,262.6916667,109.2,326.914,61.3,556.0066667,108.9666667,250.2,126.9933333,319.6016667,108.0666667,273.42,61.65,4534.45,559.5,51.5,369.5,55.45,7200,7,0,0,0,0,0,0,1
970,280,0,127.7433333,259.68,119.615,263.59,131.34,252.288,123.5266667,264.6,109.0342857,326.2491429,61.08,555.8733333,109.1333333,249.98,126.3666667,329.53,108.2833333,274.3216667,60.6,4535.55,570,50.5,308.5,56.05,10800,7,0,0,0,0,0,0,1
971,300,0,126.9,259.8933333,118.6833333,264.5433333,131.34,252.7945714,121.5966667,266.1133333,108.8053571,325.6269643,60.95833333,555.3666667,109.2,249.8333333,125.89,330.8766667,108.6,275.82,60.6,4536.85,570,51.5,273,56.4,14400,7,0,0,0,0,0,0,1
972,280,0,126.2,260.5333333,118.0333333,265.8933333,131.406,252.7474286,120.0133333,267.1466667,108.6,324.9045714,61.05,555.03,109.0666667,250.2,125.34,331.9866667,108.7666667,277.3366667,60.6,4537.7,567.5,48,246,55.9,18000,7,0,0,0,0,0,0,1
973,210,0,125.6333333,261.12,117.425,266.8933333,131.19,253.0801786,119.0066667,267.6133333,108.4228571,324.0442857,61.75333333,553.02,109.1,249.8333333,124.765,328.535,109.1333333,278.895,61.6,4537.9,554,48,170,54.45,21600,7,0,0,0,0,0,0,1
974,290,0,124.8733333,261.36,117,267.7,130.9114286,253.1485714,118.0666667,267.8333333,108.1885714,322.8377143,62.63333333,546.35,108.9666667,249.21,124.56,325.66,109.2,280.1133333,63.5,4537.2,535,50.5,240,52.9,25200,7,0,0,0,0,0,0,1
975,270,10,124.3575,261.8966667,116.4133333,267.9066667,131.04,253.2771429,117.4,268.1566667,108.0910714,321.5067857,63.84,537.9733333,109.2,249.0666667,124.2,323.7,109.44,282.0266667,63.95,4537.95,530.5,54,240,52.45,28800,7,0,0,0,0,0,0,1
976,280,50,124.2,267.29,116.34,271.3075,129.6531429,251.8714286,116.6333333,270.4233333,108.2371429,318.9002857,63.58666667,540.12,108.6333333,254.405,123.5,318.7766667,109.74,283.2,63.6,4539.5,536.5,51.5,212.5,53.3,32400,7,0,0,0,0,0,0,1
977,570,160,124.2,268.53,116.67,273.6133333,128.34,251.9357143,121.7266667,273.44,108.1285714,317.5085714,65.9475,536.1916667,108.6,258.7733333,123,316.61,109.8233333,284.4966667,64.85,4539.7,535,50.5,201.5,54.5,36000,7,0,0,0,0,0,0,1
978,450,140,124.26,269.21,118.1766667,273.8266667,128.4866667,252.1266667,123.935,274.26,111.5342857,358.5845714,68.47142857,526.2905714,108.6,261.3733333,123.4333333,318.0433333,109.8733333,285.0675,66.1,4539.25,538,51.5,300,56.2,39600,7,0,0,0,0,0,0,1
979,500,120,125.1466667,272.26,120.74,274.2566667,129.3333333,253.5866667,132.5866667,269.1133333,117.1751071,533.7433929,69.34,527.2805714,109,263.9066667,124.685,313.0108333,109.9233333,284.1808333,66.4,4538.85,544.5,50.5,324,57.35,43200,7,0,0,0,0,0,0,1
980,490,70,126.4666667,272.9933333,122.7066667,271.0208333,129.2666667,255.0533333,130.3066667,268.9,113.5557143,485.1468571,71.70628571,518.008,109.0166667,266.0866667,126.92,311.7,110.0733333,282.7733333,68.55,4537.3,531.5,56.5,240,57.25,46800,7,0,0,0,0,0,0,1
981,650,100,127.4808333,272.7525,123.9866667,269.2533333,128.7983333,256.7716667,130.22,269.44,112.2257143,420.3617143,72.27925,510.1112143,109.2,267.44,128.98,310.64,110.2733333,282.12,68.85,4535.85,533,60,207.5,57.85,50400,7,0,0,0,0,0,0,1
982,620,130,128.7433333,272.5233333,125.2066667,268.2333333,129.5,258.2,130.305,270.73,112.1028571,377.3268571,73.12228571,503.8065714,109.2,268.09,130.78,304.92,110.34,281.4391667,69.8,4533.55,525,57.5,194.5,57.7,54000,7,0,0,0,0,0,0,1
983,510,130,129.0666667,281.2433333,124.425,268.4266667,129.5,259.1266667,129.6333333,271.58,111.7542857,358.7802857,75.21142857,483.0028571,109.38,267.9533333,133.32,301.115,110.34,280.8133333,72.6,4531.05,504,59,240,56.75,57600,7,0,0,0,0,0,0,1
984,790,130,129.1166667,285.0233333,123.8666667,270.4633333,129.0666667,260.74,131.96,271.9666667,111.5285714,352.4148571,73.64571429,480.9545714,109.74,269.18,132.8966667,295.1366667,110.34,280.8133333,71.85,4529.5,504,66,240,55.9,61200,7,0,0,0,0,0,0,1
985,1360,110,130.0533333,283.9666667,124.7333333,272.0866667,129.6666667,263.7533333,133.3833333,267.6033333,111.5714286,348.6654286,70.90428571,485.2101786,109.74,268.68,133.65,298.0933333,110.34,280.53,69.55,4528.8,509,63.5,240,54.95,64800,7,0,0,0,0,0,0,1
986,1600,70,132.66,291.9933333,126.8033333,278.0433333,131.2066667,275.2466667,131.4266667,270.18,111.6,349.954,68.50457143,502.2845714,109.74,268.52,135.2316667,297.0283333,110.2733333,280.4325,66.8,4528.55,528.5,57.5,205,55.6,68400,7,0,0,0,0,0,0,1
987,930,140,134.1466667,276.24,128.98,271.98,131.7433333,270.1308333,130.68,273.42,111.9571429,347.893619,65.45685714,527.8277143,110.1733333,270.11,136.3,295.0466667,110.34,281.32,64.65,4528.2,551,51.5,251,57,72000,7,0,0,0,0,0,0,1
988,860,140,134.89,271.2075,129.6,267.9666667,131.67,267.8233333,130.84,274.015,112.2,342.6102857,63.56914286,537.8462857,110.34,270.54,133.8866667,293.92,110.34,281.4,62.85,4527.95,560.5,48,296.5,56.75,75600,7,0,0,0,0,0,0,1
989,370,140,134.2733333,270.0266667,128.1,267.12,131.35,266.1766667,132.5566667,274.5533333,112.18,340.584,63.08392857,536.9383214,110.4133333,268.585,133.1,301.7,110.34,281.2683333,63.05,4526.85,541.5,50.5,201.5,53.65,79200,7,0,0,0,0,0,0,1
990,330,140,133.63,268.99,126.0166667,267.18,131.1733333,265.2775,134.4166667,272.7233333,111.6971429,341.74,63.55714286,499.4565714,111,263.5666667,132.4333333,308.9533333,110.6333333,280.7966667,63.8,4524.55,505,54,240,48.05,82800,7,0,0,0,0,0,0,1
991,330,130,132.3666667,266.8633333,124.47,266.1766667,131.4133333,264.18,133.8733333,271.6666667,111.6,341.082,61.29228571,479.0868571,111,259.4533333,132.0233333,313.81,110.89,280.65,60.9,4521.3,505.5,49,240,45.35,0,8,1,0,0,0,0,0,0
992,350,50,131.1466667,265.8133333,123.19,266.07,132.0666667,264.06,133.3066667,269.32,111.56,339.8731429,60.71714286,480.7628571,111,256.0608333,131.4133333,318.5433333,111,281.0266667,58.8,4518.2,516,44.5,240,45.25,3600,8,1,0,0,0,0,0,0
993,330,10,130.2533333,265.1266667,121.94,266.7333333,132.5416667,264.1066667,130.9066667,265.3666667,111.42,339.0531429,59.77285714,481.4290357,111,254.3166667,131.14,324.7283333,111,281.8,59.55,4516.8,506,50.5,240,44.6,7200,8,1,0,0,0,0,0,0
994,330,0,129.5,264.18,121.12,267.3733333,132.6,263.9333333,128.84,264.76,111.2371429,337.9342857,60,470.5514286,111,252.6033333,130.74,323.7266667,111.3333333,282.3,60.35,4516.55,492,54,240,42.95,10800,8,1,0,0,0,0,0,0
995,280,0,128.67,263.5166667,120.1333333,267.6866667,132.2333333,263.17,127.3433333,264.6866667,111,336.84,60.83142857,456.6594286,111,251.17,130.62,322.78,111.6,282.9642857,60.25,4515.7,492,56.5,240,42.6,14400,8,1,0,0,0,0,0,0
996,310,0,128.04,262.74,119.38,267.6866667,132,262.8133333,126.2333333,264.27,111,335.3866667,60.84685714,451.8057143,111,249.7,130.305,317.9225,111.6685714,284.1157143,60.1,4515,492,60,240,42.35,18000,8,1,0,0,0,0,0,0
997,330,0,127.47,262.47,118.74,267.5766667,132,262.44,125.2833333,264.18,111,334.1,60.92978571,448.8517143,111,248.7333333,130.2,314.8966667,111.8571429,285.6262857,59.65,4514,492,57.5,240,42,21600,8,1,0,0,0,0,0,0
998,340,30,127.0083333,268.1725,118.29,269.8133333,131.42,260.78,124.38,263.46,110.7066667,332.9733333,60.26114286,452.8494286,111,247.8958333,129.6,310.1033333,112.1285714,286.846,58,4511.85,514.5,51.5,300,44,25200,8,1,0,0,0,0,0,0
999,450,20,126.9333333,268.3,118.2,270.0333333,130.6266667,258.7533333,123.7333333,261.1933333,110.7616667,329.2675,58.8,466.542,110.67,248.1366667,128.1716667,299.095,112.0666667,284.9774921,54.2,4510.8,548.5,45.5,384,46.3,28800,8,1,0,0,0,0,0,0
1000,800,10,126.4,266.32,118,269.3733333,129.9516667,256.3266667,123,260.7933333,110.7066667,325.48,57.15942857,492.5428571,110.4866667,248.8666667,126.9266667,294.12,112.74,286.7742857,53.3,4510.55,559.5,44.5,311.5,47.1,32400,8,1,0,0,0,0,0,0
1001,340,30,126,267.6033333,117.8,270.64,129,255,122.3466667,262.4475,110.6333333,322.75,57.67592857,522.3163929,110.34,252.0366667,125.9933333,291.3733333,112.74,283.834,55.25,4510.45,565,48,280,49.7,36000,8,1,0,0,0,0,0,0
1002,1630,10,125.7066667,269.1833333,118.395,271.58,130.05,258.32,121.9733333,263.9833333,110.67,320.935,62.75685714,513.4685714,110.4133333,254.025,125.0733333,289.9333333,112.704,281.2442857,58.5,4510.55,548,48,320.5,50.4,39600,8,1,0,0,0,0,0,0
1003,1080,0,126.3,280.1566667,118.74,279.59,135.9083333,260.0433333,121.74,265.1533333,110.7066667,322.4266667,65.38857143,499.0574286,111,256.16,124.41,289.2,112.2617143,280.5092143,61.85,4509.95,534,45.5,212.5,51.4,43200,8,1,0,0,0,0,0,0
1004,560,0,126.6666667,281.39,119.24,281.67,134.2266667,256.0266667,121.74,267.2566667,110.9046667,324.3,66.65838095,505.7373333,111,258.9133333,123.9,289.2766667,112.15,280.4252857,63.1,4508.1,549,39.5,231.5,54.8,46800,8,1,0,0,0,0,0,0
1005,280,0,126.8666667,280.12,119.34,280.8433333,132.12,256.7666667,121.2,269.64,110.956,323.1758929,64.43333333,532.8033333,111,262.7383333,123.2333333,290.7766667,112.2,282.0451429,61.4,4505.5,575,36,289.5,57.35,50400,8,1,0,0,0,0,0,0
1006,350,0,126.6,276.9533333,119.2066667,279.5666667,130.9175,257.015,121.2,272.3133333,111,321.2714286,64.14,542.0533333,111,265.9833333,122.8716667,292.8066667,112.578,284.3062857,53.75,4505.05,584.5,33.5,255.5,51.25,54000,8,1,0,0,0,0,0,0
1007,280,0,126.2,276.215,118.88,278.7066667,130.1666667,257.5933333,120.9333333,273.1083333,111,320.2077143,57.18,543.58,111,265.8933333,122.2066667,293.0533333,112.2642857,283.432,41.5,4506.65,585.5,32.5,299.5,39.45,57600,8,1,0,0,0,0,0,0
1008,720,10,125.67,271.69,117.9333333,273.8466667,129.19,255.3466667,120.3,266.2433333,110.8962857,316.8605714,41.84166667,535.045,111,256.3958333,121.8733333,287.98,112.0971429,279.0690357,35.35,4509.65,587,28.5,333.5,33.45,61200,8,1,0,0,0,0,0,0
1009,1380,140,126.0166667,269,117.63,272.3183333,128.7433333,254.49,120.1,260.7066667,110.6951429,312.9305714,36.59,529.43,113.3133333,260.3,124.0066667,287.755,111.6714286,273.1211429,33.35,4513.4,591.5,18,218,31.9,64800,8,1,0,0,0,0,0,0
1010,730,120,129.5266667,272.4033333,120.45,272.7833333,130.1716667,256.0516667,120.9333333,259.5183333,111.494,335.0941071,36.39,527.3266667,115.0533333,257.0333333,126.5266667,283.7133333,111.56,270.4114286,33,4516.45,580.5,15.5,130,30.2,68400,8,1,0,0,0,0,0,0
1011,910,160,130,265.195,121.5033333,268.47,130.56,256.22,127.92,258.52,114.49,454.3222857,35.19333333,526.8533333,118.0116667,257.6091667,130.0066667,281.8133333,111.5285714,268.8857143,32.5,4517.8,575,9.5,246.5,29.05,72000,8,1,0,0,0,0,0,0
1012,590,140,130.62,261.0333333,123.0191667,265.3541667,129.7333333,254.3733333,128.4866667,256.9,122.352,471.9822857,34.14,528.0533333,116.9766667,247.3,131.89,279.58,111.1278571,265.6953571,31.3,4519.95,582,6,277.5,28.65,75600,8,1,0,0,0,0,0,0
1013,370,130,130.74,258.64,123.4,262.72,129.3,253.4466667,128.56,256.4466667,118.7997143,356.4565714,33.75666667,528.0533333,115.9066667,251.7966667,131.1766667,286.1133333,111,264.2468571,30.6,4521.25,582,6,120,27.6,79200,8,1,0,0,0,0,0,0
1014,380,130,130.205,260.4108333,122.1466667,264.6333333,129,254.29,129.2666667,261.0183333,117.44,331.8088571,32.53666667,527.1933333,115.74,256.62,130.68,294.24,111,267.2688571,28.85,4522.35,572,11,232.5,24.35,82800,8,1,0,0,0,0,0,0
1015,410,130,129.05,261.29,120.3483333,264.3458333,128.31,253.41,130.1166667,261.1566667,116.6071429,319.8857143,26.76,523.09,115.74,258.56,130.5,292.6533333,111.08,269.8185714,25.4,4522.9,553,13,327.5,18.05,0,8,0,1,0,0,0,0,0
1016,370,70,128.01,262.23,118.6966667,264.2566667,128.9933333,253.9933333,130.9166667,256.8633333,115.92,313.0777143,26.3,524.9666667,115.74,258.98,129.4416667,291.7741667,111.2707143,271.6494286,23.75,4522.2,558.5,8.5,200,17.35,3600,8,0,1,0,0,0,0,0
1017,290,0,126.9,261.15,117.3633333,265.9366667,130.3733333,254.9333333,128.4,250.1766667,115.2257143,308.1514286,25.22666667,525.48,115.74,259.62,128.8533333,298.4166667,111.2742857,273.1657143,23.15,4522.7,576,9.5,149,19.55,7200,8,0,1,0,0,0,0,0
1018,330,0,126.0666667,260.4666667,115.9733333,266.8933333,130.2,255.5066667,125.98,248.2466667,114.7885714,305.3608929,25.08666667,526.2866667,115.74,261.62,128.5966667,301.8966667,111.3742857,275.4728571,22.55,4522.9,573.5,8.5,158.5,18.45,10800,8,0,1,0,0,0,0,0
1019,350,0,125.14,259.6333333,115.0666667,267.5666667,130.62,256.025,124.3983333,248.6141667,114.4257143,303.0734286,25.15166667,526.635,115.74,261.2533333,128.2733333,300.47,111.5085714,276.9691429,22.2,4522.2,570,12,149.5,17.4,14400,8,0,1,0,0,0,0,0
1020,330,0,124.5,258.8333333,114.1333333,267.5666667,130.74,256.32,123.3,248.75,114.06,301.806,23.9,526.14,115.74,260.7,128.14,298.84,111.5139286,279.58675,22.2,4522.95,570,12,139.5,17.4,18000,8,0,1,0,0,0,0,0
1021,280,0,123.9666667,258.2966667,113.14,266.8,130.8066667,256.3566667,122.21,249.39,113.8554286,301.632,22.64666667,526.4033333,115.74,259.9133333,127.8066667,296.64,111.6,282.0542857,22.7,4524,570,12,137.5,17.9,21600,8,0,1,0,0,0,0,0
1022,330,10,123.6,260.13,112.74,269.01,129.69,253.795,121.47,249.76,113.4531429,301.11725,22.77,526.05,115.74,259.9,127.3733333,295.1133333,111.6942857,282.166,23.15,4525.5,570,9.5,232.5,18.6,25200,8,0,1,0,0,0,0,0
1023,370,10,123.6,262.3366667,112.8066667,271.2733333,128.4866667,251.5733333,120.9,251.05,113.04,303.5274286,23.7,526.4266667,115.5,255.2466667,126.0433333,286.4075,111.6,278.6285714,23.8,4528.6,572.5,8.5,385,19.85,28800,8,0,1,0,0,0,0,0
1024,900,0,123.4,258.1733333,113.0766667,264.55,128.0066667,250.52,121.52,247.5,112.4185714,306.4157143,28.925,526.9641667,114.25,238.55,124.6233333,275.9833333,111.18,266.9922143,27.95,4531.25,561,17,288,21.85,32400,8,0,1,0,0,0,0,0
1025,760,0,123.5333333,255.58,114.6,260.215,127.26,247.7666667,130.6333333,244.7666667,112.2,304.8197143,33.88,526.4333333,113.45,230.91,123.6,268.64,111,257.1011429,33.3,4533.75,517.5,26.5,194.5,19.95,36000,8,0,1,0,0,0,0,0
1026,800,0,123.8,252.4333333,116.24,255.4466667,127.1333333,247.24,129.4666667,240.785,111.6571429,302.0514286,40.14333333,526.3166667,113.45,226.2466667,123,263.1916667,111,250.4522857,37.15,4536.05,486,30,210,18.8,39600,8,0,1,0,0,0,0,0
1027,560,0,125.51,258.3075,118.56,253.8333333,127.1333333,245.3333333,130.86,242.33,111.8214286,300.2332143,47.44333333,528.8716667,114.8666667,223.365,123,259.7733333,111,248.3974286,40.35,4538.3,483.5,30,160.5,21.85,43200,8,0,1,0,0,0,0,0
1028,790,20,128.4,266.5066667,119.34,264.5691667,127.47,245.91,133.25,236.7233333,111.6,301.4008571,46.55333333,531.3066667,115.1333333,219.38,122.78,256.24,111,243.51575,38.65,4539,482.5,25,187.5,19.95,46800,8,0,1,0,0,0,0,0
1029,340,130,128.7433333,260.9466667,118.5033333,262.77,127.2233333,247.8116667,130.84,234.26,111.6,304.0377143,30.0575,526.1316667,114.2666667,214.9666667,121.9816667,252.1733333,111.0542857,243.4202857,38.8,4539.25,483.5,18,240,20.3,50400,8,0,1,0,0,0,0,0
1030,810,140,128.04,254.89,118.1266667,255.2766667,126.6666667,247.56,131.535,237.2075,111.4971429,300.9745714,36.92,530.2466667,114.3333333,213.945,122.04,251.5066667,111.18,246.1271429,40.9,4541.35,462.5,25.5,240,18.2,54000,8,0,1,0,0,0,0,0
1031,330,130,128.14,270.4866667,117.8333333,267.1583333,127.0666667,246.9666667,131.64,233.8933333,111.4789286,301.2769286,29.78333333,527.16,114.9666667,208.32,121.9733333,245.3033333,111.0942857,244.2691429,33.5,4544.8,458,26,240,9.65,57600,8,0,1,0,0,0,0,0
1032,320,90,126.8,252.46,116.2933333,254.9266667,126.5666667,246.4266667,129.9866667,228.9733333,111.0285714,299.8597143,26.84333333,525.92,113.9233333,207.12,121.1633333,242.0233333,110.7297143,239.7934286,30.25,4548.2,496,12,240,13.65,61200,8,0,1,0,0,0,0,0
1033,1560,100,126.1,245.257,114.9933333,247.1066667,125.7066667,241.5066667,129.8,233.1316667,110.8994286,294.136,22.89666667,523.26,113.1066667,208.5433333,122.52,247.515,110.3257143,237.9611429,27.85,4552.5,512.5,9.5,240,14.55,64800,8,0,1,0,0,0,0,0
1034,670,50,127.41,250.8033333,116.79,254.4766667,126.5,242.59,128.6966667,230.77,110.6385714,293.7008571,14.30666667,513.1133333,112.56,209.1566667,125.5066667,248.9133333,109.78,237.3185714,22,4556.1,533.5,6,240,12.15,68400,8,0,1,0,0,0,0,0
1035,680,80,128.7366667,250.8166667,119.2733333,252.9566667,127.2583333,242.965,127.3833333,229.11,110.34,293.5,13.84,514.9733333,112.2,208.88,125.8333333,244.58,109.7142857,236.6085714,18.45,4558.95,550.5,6,240,11.2,72000,8,0,1,0,0,0,0,0
1036,550,60,130.3766667,247.2433333,121.1833333,250.8233333,127.32,243.1666667,127,231.7016667,121.4531429,477.166,5.385,504.0525,113.6466667,212.6466667,124.1416667,245.2658333,109.3105714,235.0074286,15.15,4560.75,545,6,205,6.9,75600,8,0,1,0,0,0,0,0
1037,330,10,130.74,241.2466667,121.48,245.6616667,126.8666667,241.9666667,125.36,227.84,119.2177143,551.3568571,1.533333333,503.9766667,114.3,216.3566667,124.41,261.7433333,109.2,234.4919286,7.75,4561.8,564.5,8.5,148.5,2.55,79200,8,0,1,0,0,0,0,0
1038,310,0,130.06,245.92,118.9066667,245.9666667,126,242.7,124.2533333,229.7866667,116.7614286,504.7968571,-1.033333333,502.9,114.1,222.35,124.74,271.8933333,109.2,242.2911429,1.3,4562.55,582,12,130.5,-1.1,82800,8,0,1,0,0,0,0,0
1039,300,0,128.7733333,243.7866667,116.7066667,246.76,125.8533333,242.73,123.2666667,231.0016667,115.1185714,456.3471429,-1.933333333,507.16,114,225.4333333,124.0633333,275.2233333,109.398,248.8874286,2.35,4563.85,579.5,9.5,227.5,-0.55,0,8,0,0,1,0,0,0,0
1040,280,0,127.155,241.4125,114.86,246.5533333,126,243.3133333,122.2766667,231.15,113.6283571,424.8148214,-2.533333333,506.2533333,114.0666667,231.2741667,123.6,278.5733333,109.614,256.0045714,2.05,4563.95,581,6,353,-0.8,3600,8,0,0,1,0,0,0,0
1041,260,0,125.7766667,239.14,113.065,246.2366667,125.8716667,242.3766667,121.47,230.5666667,112.434,400.134,-6.69,496.2866667,114.0666667,233.7333333,123.0666667,280.0266667,109.74,260.0214286,-4.05,4563.1,588,8.5,338,-5.85,7200,8,0,0,1,0,0,0,0
1042,300,0,124.4433333,238.12,111.6666667,245.5266667,126.4666667,242.9866667,120.9666667,230.445,111.7542857,376.218,-9.376666667,493.43,114.2,233.7866667,122.4866667,278.64,109.74,262.6394286,-5.95,4562.15,590.5,9.5,316,-7.5,10800,8,0,0,1,0,0,0,0
1043,300,0,123.575,238.1633333,110.2833333,245.6333333,126.8,243.54,120.1333333,231.4,111.5,362.9916667,-11.09933333,490.9806667,114,232.79325,122.24,275.8366667,109.74,264.3471429,-6.45,4561.05,586.5,6,226,-8.65,14400,8,0,0,1,0,0,0,0
1044,270,0,122.56,237.3733333,109.2683333,246.12,127.2,243.5533333,119.3466667,230.2533333,110.9266667,354.675,-11.98333333,490.535,114,233.5142857,121.6566667,274.5166667,109.722,265.072,-8.1,4560,581,8.5,208,-10.95,18000,8,0,0,1,0,0,0,0
1045,230,10,121.6866667,236.52,108.2,246.98,126.9,244.075,118.62,229.32,110.4133333,348.04,-13.24666667,487.6466667,114,233.8471429,121.2,274.0166667,109.5587143,266.1527143,-9.75,4559.5,578,9.5,224.5,-12.8,21600,8,0,0,1,0,0,0,0
1046,390,10,121.2,238.3666667,107.2133333,250.22,125.9166667,242.73,118.1,228.865,109.8066667,343.1066667,-14.655,485.5116667,113.8742857,234.0542857,120.95,273.3075,109.6088571,266.0685714,-15.75,4559.05,574,6,248,-19.3,25200,8,0,0,1,0,0,0,0
1047,250,10,120.9833333,239.925,107.31,250.335,124.4433333,236.71,117.3666667,223.4333333,109.8833333,330.215,-13.07666667,489.3433333,112.1525714,217.1785714,119.7733333,263.92,109.0514286,256.072,-11.3,4559.65,593,6,248.5,-12.35,28800,8,0,0,1,0,0,0,0
1048,440,10,120.5,233.4333333,108.5633333,241.8066667,123.4333333,232.275,117,218.9866667,110.29,309.9366667,-4.36,504.81,112.0897143,216.4948214,118.8733333,252.1,107.4728571,235.9314286,1.9,4559,580,6,270,0.4,32400,8,0,0,1,0,0,0,0
1049,360,10,120.1666667,231.8466667,111.67,237.9833333,123.3333333,232.7666667,118.0283333,220.98,109.23,307.12,6.528333333,516.0791667,111.6,212.2208571,118.38,248.6116667,106.118,241.8207143,18.6,4557.1,532,6,261.5,10,36000,8,0,0,1,0,0,0,0
1050,380,10,121.155,241.1716667,115.9166667,243.9333333,123.2666667,235.1133333,119.7733333,223.1866667,108.8666667,306.35,21.96,524.5733333,112.2942857,209.5517143,118.47,243.1766667,108.1971429,239.9874286,33.45,4555.65,469,8.5,177,11.35,39600,8,0,0,1,0,0,0,0
1051,310,10,122.7133333,241.1733333,117.5333333,237.4466667,123.7,238.1266667,121.62,224.2466667,108.6,302.84,27.72,526.9933333,115.2045714,204.3862857,119.6766667,238.2833333,109.0628571,238.5108571,36.85,4553.1,392.5,12,240,-0.35,43200,8,0,0,1,0,0,0,0
1052,920,0,123.6,233.7666667,117.6,232.3,124.38,240.5033333,121.74,223.3075,108.5333333,297.9066667,34.8225,530.2391667,116.6817143,199.4924286,121.2533333,235.2666667,109.4828571,238.3645714,36.7,4548.75,364,12,190,-6.4,46800,8,0,0,1,0,0,0,0
1053,620,0,124.2833333,230.63,117.7,229.2916667,124,236.1733333,121.74,221.3166667,108.1916667,293.4291667,38.02333333,529.21,118.6414286,193.5771429,125.68,239.3508333,110.0685714,240.0690714,37,4544.1,365.5,12,170,-5.35,50400,8,0,0,1,0,0,0,0
1054,1080,0,124.9066667,228.8033333,118.2,226.9466667,124.4325,232.0708333,121.35,219.1166667,108.2,289.7033333,38.60666667,522.08,120.44,186.9522857,129.8533333,236.6333333,110.34,246.3737143,38.4,4541,340.5,12,240,-9.8,54000,8,0,0,1,0,0,0,0
1055,530,0,126.33,227.04,118.79,223.8666667,125.2066667,228.9066667,121.6566667,220.1408333,108.0666667,286.63,44.65833333,513.155,122.4622857,186.7757143,133.36,231.9066667,110.9685714,247.386,37.4,4538.6,337.5,12,240,-11.85,57600,8,0,0,1,0,0,0,0
1056,480,0,126.6,224.8258333,118.31,222.57,124.6266667,227.0533333,121.6866667,219.1066667,108.1333333,285.1466667,40.64666667,501.44,121.5867857,182.7268571,134.7983333,232.1966667,110.5757143,241.7217143,33,4536.2,393,9.5,240,-4.05,61200,8,0,0,1,0,0,0,0
1057,610,60,126.6,222.1666667,117.4,221.8333333,124.26,225.3716667,120.6,215.7666667,108.0666667,282.1733333,28.7125,503.6525,119.4042857,182.7494286,134.8166667,237.41,109.9685714,227.4868571,26.05,4535.05,456,6,240,2.9,64800,8,0,0,1,0,0,0,0
1058,640,60,127.96,226.8466667,119.24,223.3066667,125.29,225.31,121.3433333,222.2391667,108,280.8133333,18.61666667,494.8466667,118.6645714,189.546,133.7566667,232.2766667,109.281,221.1426429,18.45,4535.9,471,8.5,240,-1.85,68400,8,0,0,1,0,0,0,0
1059,710,90,129.8533333,225.7666667,121.8266667,226.7933333,126.0566667,226.3066667,120.7666667,224.9133333,114.6508333,377.2758333,8.02,486.8433333,119.4488571,194.324,133.3575,230.3958333,109.16,217.9885714,10.95,4535.85,499.5,9.5,210,-4.35,72000,8,0,0,1,0,0,0,0
